ts,key,key size,val_size,tntid,op,ttl
0,z44uy84y444442MKPuMF44i444444llmY884u8444uvF44CijJRVahgo44d4y84444wIVo44,72,359,759,get,0
0,z44uy84y44444GBtwk6F44i444444sb00i84u84444nF44Ci29KpWgs444d4y84444wHq444,72,335,1126,get,0
0,z44uy84G444444brACVK4464444yxA4444==,36,407,2185,get,0
0,z44uy84yyavlEoTWM44K4464444yIIvn4yi4444y444=,44,30,759,get,0
0,z44uy84yy_IMESuIM44n44M4444G444=,32,311,759,get,0
0,z44uy84y444444RzjRdF44i444444I3K8o84u84444nF44CTboqxIYV444d4y84444wIVo44,72,491,1126,get,0
1,z44uy84yzamWoMmW644n44M4444y444=,32,359,2185,get,0
1,z44uy84y444444KuTOdF44i444444wy-io84u8444uvF44CTvYxxSAf84id4y84444wUi844,72,335,2185,get,0
1,z44uy84G444444bP1s6K4464444yIG8444==,36,359,2185,get,0
1,z44uy84yzW9B7RCWO4GF44i4444443aJU884u8444uvF44CiWYEuD0fi44d4y84444wIVo44,72,335,1126,get,0
1,z44uy84y444444wtBBCF44i444444sTSfo84u8444uvF44Cg2HafXkfi4od4y84444wcgi44,72,335,2185,get,0
2,z44uy84yzmn3dC2q74GF44i444444IgaY884u84444nF44CTWzutBAf8uid4y84444wzii44,72,311,2185,get,0
2,z44uy84y444444Gmv16K4uN44448MPveTbnLvz4LHP3JHzYJTqw9HPSoMJi73zGOTzv7vci444==,76,455,2185,get,0
2,z44uy84y44444wwtncnK4464444yIIvK4uN44448Hcg9vPv5vzR9HcAPHzv0HJhC3JwP3Jve3chPTcCLvt8444==,88,455,2185,get,0
2,z44uy84G444444bJ33Gn44M4444c444=,32,335,2185,get,0
2,z44uy84y44444vxbZ2CK4464444yIIvK4uN44448vPS0HJv5MqveHzGeHbVo3qwJ3JHPHPH93JV0H5VoHqvn4yn4444w444=,96,311,1126,get,0
2,z44uy84yzitD1MtI444n44M4444w444=,32,335,2185,get,0
2,z44uy84yyLmaGQQqi44F44i444444sxq-i84u8444uvF44CgivO_Fel8uod4y84444wUi844,72,335,2185,get,0
2,z44uy84y444444KuTOdF44i444444wy-io84u8444uvF44CTvYxxSAf84id4y84444wUi844,72,335,1126,get,0
2,z44uy84y444444VKeINK4464444yIIvK4uN44448vPC7v539HbV0MJn0HbnrMqwYMtC0vbwY3bG0vzuJvzS444==,88,311,1126,get,0
2,z44uy84y444444ciX_iK4464444yIIvK4uN44448vbH9vqMXMcvLvzYCHb3CTzY93cMt3PwCvcH9HzwYvPi444==,88,335,2185,get,0
3,z44uy84G444444btuddn44M4444w444=,32,335,1126,get,0
3,z44uy84yGgpSK7_I444K4464444yIIvK4uN44448H5HY3PntMcCOHbvXHzvX3zCrHqhA3bhCvPuPHPM53zV444==,88,335,1126,get,0
3,z44uy84y444444W-aniK4464444yIIvK4uN444483chY3cMrvbVtM5wPHz4LTbGtvc47vJwYMtRYTbHJ3Pv444==,88,323,2185,get,0
3,z44uy84yzMqSxn-VO44F44i444444Wk2ko84u84444nF44C2JI9APYliz4d4y84444wzii44,72,383,1126,get,0
3,z44uy84yzUHY7caWM44n44M4444yyo4F44444Cwx444=,44,719,1126,get,0
3,z44uy84G444444bOCFi444==,24,359,2185,get,0
3,z44uy84yzTridwLWC4GK4464444yIIvK4uN44448vcwA3qV7vqMovzYCHbn5v5hCMcA9vtnLHPG03cV0Hz4n4yn4444y444=,96,335,2185,get,0
4,z44uy84y444444v3aG8n44M4444Fyo4F44444AIc444=,44,311,1126,get,0
4,z44uy84y44444wyqqj4F44i444444sHQh884u84444nF44CgKNje8Icouid4y84444wbV844,72,30,759,get,0
4,z44uy84y44444vqtU8SK4464444yiOGK4uN44448vcwA3qV7vqMovzYCHbn5v5hCMcA9vtnLHPG03cV0Hz4444==,88,335,1126,get,0
4,z44uy84G444444bssLNK4464444ygAn444==,36,311,1126,get,0
4,z44uy84G444444btmB8n44M4444F444=,32,311,2185,get,0
4,z44uyo4F44444AIcyo4f4444nzV0HzG7Hqn7vJMX3PiLv539v53YHtC73PuP3cG73bgJy84P4444444DOVo444==,88,30,2185,get,0
4,z44uy84yzUHY7caWM44n44M4444yyo4F44444Cwx444=,44,719,2185,get,0
4,z44uy84yyavlEoTWM44K4464444yIIvn4yi4444y444=,44,30,1126,get,0
4,z44uy84y44444bguwVMF44i444444sh6a484u84444iF448444443GGAg8d4y84444wIVo44,72,311,759,get,0
4,z44uy84y44444gtg5nOK4464444HVCIcIhk2gAkWcewvg444,48,479,1126,get,0
4,z44uy84yyelMvDvqG4GF44i444444sxsR484u84444nF44CgiY3UPLmo4od4y84444wIVo44,72,311,759,get,0
5,z44uy84y444444It4rnK4464444yIIvK4uN44448HJwAMcSrvtveHzHYHb3CTbG0HPGevcg9MtHAHtHCHqvn4yn4444y444=,96,323,2185,get,0
5,z44uy84yyaNyNiuIn4GF44i444444sw6b884u84444nF44Cg256G8Hm444d4y84444wIVo44,72,359,2185,get,0
5,z44uy84y44444zUM8tOK4uN44448HPnr3qgYTqntTbi5HbgCvbnrH5MOvcVOvPVovPn03zi444==,76,551,2185,get,0
5,z44uy84y44444urFiW4K4464444ygIv444==,36,371,2185,get,0
5,z44uy84G444444bjCMCn44M4444y444=,32,335,759,get,0
5,z44uy84G444444bjCMCn44M4444y444=,32,335,2185,get,0
5,z44uy84y444444GbpvnF44i444444lPF-o84u8444uvF44CiWeGN0Qlo44d4y84444wHq444,72,407,1126,get,0
