ts,key,key size,val_size,tntid,op,ttl
12,z44uy84y44444423MA4n44M4444Fyo4F44444CIc444=,44,311,5519,get,0
13,z44uy84y44444FH_y1VF44i444444lOjio84u84444nF44CiNvQ2dwmiu4d4y84444wwc844,72,311,5519,get,0
13,z44uy84y444444T06nGF44i444444Icfao84u8444uvF44CghFz0aYgo4id4y84444wIVo44,72,335,5519,get,0
14,z44uy84yzgzeu7DIo4Gn44M4444wyo4F44444CQi444=,44,599,5519,get,0
14,z44uy84y44444u87PpCF44i444444sF7do84u84444nF44CgHRlsluliuid4y84444wVx444,72,335,5519,get,0
14,z44uyo4F44444AHuyo4f4444nzIPHqM0TcCoMqVtvPioTzHYvcRAvcgJMcSX3PuJMJMey44944444844,80,455,5519,get,0
14,z44uy84G444444bTzgVK4464444yiOG444==,36,323,5519,get,0
15,z44uy84y44444KA14YMF44i444444si4Ni84u8444uvF44Cg2TZOLIm444d4y84444wIVo44,72,335,5519,get,0
15,z44uy84y44444wDbALnF44i444444INDB884u8444uvF44Cg2qilhkM444d4y84444wIVo44,72,30,5519,get,0
15,z44uy84y4444440l1vCF44i444444le5O484u84444nF44844444zAD7rid4y84444wIVo44,72,335,5519,get,0
15,z44uy84G444444bfPiOK4464444yiIV444==,36,359,5519,get,0
20,z44uy84G444444bLD96444==,24,479,5519,get,0
21,z44uy84y444444T06nGF44i444444Icfao84u8444uvF44CghFz0aYgo4id4y84444wIVo44,72,335,5519,get,0
22,z44uy84yzDXtkUdVo44F44i444444sgHH884u84444nF44Cg27vCaQV444d4y84444wTq844,72,455,5519,get,0
22,z44uy84y44444u0gBiOn44M4444yyo4F44444AHU444=,44,551,5519,get,0
22,z44uy84G444444bLF8iK4464444yIIv444==,36,455,5519,get,0
22,z44uy84y44444vxbZ2CK4uN44448Mc3Y3bgJM5v0McCOHzS7vJnoTbwCM5nOHzgJMPhJMJV444==,76,335,5519,get,0
22,z44uy84yzw_RBp2Vv44K4464444yxA4K4uN44448MPRYHcG0Tzi7vPV0Hzi0vtC0vtGeHt3PHc8evJMt3c8444==,88,311,5519,get,0
22,z44uy84y44444FlGdRMK4464444yIIvK4uN44448Tbn5HPStHP8LTzAPHz8tvqn5HciovJgP3JgAHtSO3qGn4yn4444y444=,96,30,5519,get,0
23,z44uy84yz98lBX1I444K4464444yxA4444==,36,527,5519,get,0
23,z44uy84yzA75NJmI444F44i444444IO4Xo84u84444nF44C2UUQ43Ac444d4y84444wwI444,72,311,5519,get,0
24,z44uy84G444444bDM-6K4464444yVG8444==,36,311,5519,get,0
24,z44uy84G444444brgLV444==,24,311,5519,get,0
25,z44uy84y4444446p3tNK4464444ygAnK4uN44448MJG7Ht8LHcwCMPhJHbIPTzYJHPhCTzi7TzHYvqV5vzn444==,88,311,5519,get,0
25,z44uy84G444444brDMCn44M4444F444=,32,311,5519,get,0
26,z44uy84yzFKXG9PVv44K4464444yxVi444==,36,503,5519,get,0
26,z44uy84yzW9B7RCWO4GF44i4444443aJU884u8444uvF44CiWYEuD0fi44d4y84444wIVo44,72,335,5519,get,0
26,z44uy84y44444vxbZ2CK4464444yIIvK4uN44448vPS0HJv5MqveHzGeHbVo3qwJ3JHPHPH93JV0H5VoHqvn4yn4444w444=,96,311,5519,get,0
26,z44uy84G444444bOCf4K4464444yIIv444==,36,311,5519,get,0
26,z44uy84y44444vxbZ2CK4464444yIIvK4uN44448vPS0HJv5MqveHzGeHbVo3qwJ3JHPHPH93JV0H5VoHqvn4yn4444w444=,96,311,5519,get,0
27,z44uy84G444444bOPkVn44M4444y444=,32,455,5519,get,0
27,z44uy84G444444baeh6n44M4444y444=,32,479,5519,get,0
27,z44uy84y44444u87PpCF44i444444sF7do84u84444nF44CgHRlsluliuid4y84444wVx444,72,335,5519,get,0
27,z44uy84y4444443xZ1VK4464444yiONK4uN44448Ht45Hqw9MP85HPRJHzVeMPCXvthJvbMoHzIAMPhCHzvn4yn4444b444=,96,335,5519,get,0
27,z44uy84y44444T_cg9GF44i444444lmh2o84u84444nF44CgHHyQLgc844d4y84444wFV444,72,383,5519,get,0
27,z44uy84G444444u5U-GK4464444yxVi444==,36,347,5519,get,0
28,z44uy84G444444bO8Evn44M4444y444=,32,527,5519,get,0
28,z44uy84yyelMvDvqG4GF44i444444sxsR484u84444nF44CgiY3UPLmo4od4y84444wIVo44,72,311,5519,get,0
28,z44uy84y44444436VJ8F44i444444sidq884u84444nF44Cg2Jm_Swlo4od4y84444wzii44,72,455,5519,get,0
29,z44uy84yz1ik3pfVS44F44i444444lO8x484u8444uvF44Ci-yJuBAc84id4y84444wFV444,72,335,5519,get,0
29,z44uy84yzmn3dC2q74GF44i444444IgaY884u84444nF44CTWzutBAf8uid4y84444wzii44,72,311,5519,get,0
29,z44uy84y444444RBVq7K4464444yIIvK4uN44448vz4e3cAP3bvLHcuPHzvrHPY93PAAvPMtvbnO3PVLMtV444==,88,323,5519,get,0
