ts,key,key size,val_size,tntid,op,ttl
6,z44uy84yzEWj7CuId44K4464444yiIn444==,36,455,4749,get,0
6,z44uy84yySYsXkYqn4GF44i444444sHWV884u84444GF44CgiU53V0c444d4y84444wFV444,72,335,4749,get,0
6,z44uy84y444444YFg2VK4uN444483bvoMcA9Hc3YvbvOHbnOvqhAHtYJMcIA3cgPvJGovbM444==,76,335,4749,get,0
7,z44uy84G444444bjR-6K4464444yiOo444==,36,359,4749,get,0
7,z44uy84G444444bDM-6K4464444yVG8444==,36,311,4749,get,0
7,z44uy84y44444yxRVf4F44i444444M_HG484u84444nF44Cg21p_YYii44d4y84444wFV444,72,551,4749,get,0
7,z44uy84y444444lfs4VF44i444444lrI7484u84444nF44CiMwJD-Lgi44d4y84444wzco44,72,311,4749,get,0
7,z44uy84yy7yFOcyVG4GF44i444444McPK484u84444GF44CgKYatLgci44d4y84444wFV444,72,359,4749,get,0
7,z44uy84yz3vNJAmq744F44i444444svPg484u84444nF448HCtrlI0s844d4y84444wqc844,72,311,4749,get,0
7,z44uy84yz_vkuVyqo46K4464444ygOnK4uN44448vt393JGrTbi5vt3YHbwC3JwAM5gCvz473z80vqgPHPS444==,88,455,4749,get,0
7,z44uy84y44444uJCLs8F44i444444sbKKo84u8444uvF44CgnXsX4kfiuid4y84444wzii44,72,335,4749,get,0
7,z44uy84y44444uT_IkoF44i444444l-mvo84u84444nF44844444GBkWX4d4y84444wTq844,72,311,4749,get,0
8,z44uy84y44444uLu2f4K4uN44448TbVeHJvXMqh93ci0HzHY3qwJ3cnoHqgPMcVo3PM0Tzv444==,76,335,4749,get,0
8,z44uy84y444444wjLgVn44M4444uyo4F44444AIc444=,44,479,4749,get,0
8,z44uy84yz0DwWDbqC44F44i444444l_IJi84u84444nF44Cgh4xcsRfiu8d4y84444wuIi44,72,455,4749,get,0
8,z44uy84G444444btV66n44M4444y444=,32,599,4749,get,0
9,z44uy84yz-3XFeYqC44K4464444yIIvK4uN44448MJGtTcR9vPG73c80HzCrHbhJ3Pvr3qiOv5n0HqiLTz4444==,88,311,4749,get,0
9,z44uy84G444444brDMCn44M4444F444=,32,311,4749,get,0
9,z44uy84G444444btg_8n44M4444y444=,32,335,4749,get,0
9,z44uy84G444444btg_8n44M4444y444=,32,335,4749,get,0
9,z44uy84y44444uJCLs8F44i444444sbKKo84u8444uvF44CgnXsX4kfiuid4y84444wzii44,72,335,4749,get,0
9,z44uy84yz-3hcw3q744n44M4444Fyo4F44444CEW444=,44,311,4749,get,0
9,z44uy84y44444uWvx36K4464444yIIvK4uN44448MqM5vPieHqVXTcGtHbwA3qnLHz3ATbGtvtgPHPuCvzV444==,88,335,4749,get,0
9,z44uy84yyelMvDvqG4GF44i444444sxsR484u84444nF44CgiY3UPLmo4od4y84444wIVo44,72,311,4749,get,0
9,z44uy84y444444Gmv16K4464444yIIvK4uN44448M53J3c85MPRPvtwCHbM0v5G7vzVLMqhJvcVLMt4oHcVn4yn4444y444=,96,455,4749,get,0
10,z44uy84y444444v3aG8n44M4444Fyo4F44444AIc444=,44,311,4749,get,0
10,z44uy84y44444u6erkiK4464444yIIvn4yi4444z444=,44,30,4749,get,0
10,z44uy84y444444SpoeMK4464444ycI8444==,36,551,4749,get,0
