ts,key,key size,val_size,tntid,op,ttl
0,z44uy84y444444KcVfNn44M4444u444=,32,467,97,get,0
0,z44uy84yGzsV_m5VG44F44i444444suJCo84u8444uvF44CgbZmmQIV44id4y84444wFV444,72,335,254,get,0
0,z44uy84y444444iCAQ8F44i444444lrO7884u84444nF44Ci-SSsbRco44d4y84444wwc844,72,311,338,get,0
0,z44uy84y44444yGc-W4F44i444444l2Lj484u84444nF44CgH7nISuii4id4y84444wHq444,72,383,477,get,0
0,z44uy84G444444btnzN444==,24,383,515,get,0
0,z44uy84y444444zfvC8F44i444444sTYOi84u84444CF44CgT46M2kM44od4y84444wzii44,72,335,760,get,0
0,z44uy84yG4tJOvnIV4GK4464444yIIvK4uN44448TzitTbv5McHPHqvoHbHAHbGLvtMeTcAYHt40vtYCTz8444==,88,30,819,get,0
0,z44uy84y444442MKPuMK4464444yIIvK4uN44448MqgAHtio3c873zM7HzM7vbwYvcn5TznLHcC53c4eTc8n4yn4444b444=,96,359,515,get,0
0,z44uy84yGzsV_m5VG44F44i444444suJCo84u8444uvF44CgbZmmQIV44id4y84444wFV444,72,335,886,get,0
0,z44uy84y444444SpoeMK4464444ycI8444==,36,551,909,get,0
0,z44uy84y444444Gz8N8K4464444yIIvK4uN44448H5HY3PntMcCOHbvXHzvX3zCrHqhA3bhCvPuPHPM53zV444==,88,335,966,get,0
0,z44uyo4F44444AIcyo4f4444nzhAHJwAvtStvbgCMPi7Tcw93zitMPYP3PgP3zvLTzCLy4494444u844,80,335,990,get,0
0,z44uy84G444444bLD96444==,24,479,1086,get,0
0,z44uy84y44444K54RvvF44i4444443qaQi84u84444GF44CgKoxa7El844d4y84444wGq844,72,30,1163,get,0
0,z44uy84yzMqSxn-VO44F44i444444Wk2ko84u84444nF44C2JI9APYliz4d4y84444wzii44,72,383,1209,get,0
0,z44uy84G444444bLD96444==,24,479,886,get,0
0,z44uy84yzv7k8Z2Vv44K4uN44448Tz3JMJMoTcRP3qn7HbvX3qhJ3JvOMq3CHtS5H5IAMci444==,76,311,1288,get,0
0,z44uy84yz901Q5dqd4nK4464444ygAn444==,36,515,1361,get,0
0,z44uy84yzbduvXHq444F44i444444VaPki84u84444nF44CT0Hr19IW844d4y84444wHq444,72,311,1523,get,0
0,z44uy84G444444bOCrM444==,24,335,886,get,0
0,z44uy84y444444w9tFSK4uN44448MPveTbnLvz4LHP3JHzYJTqw9HPSoMJi73zGOTzv7vci444==,76,335,966,get,0
0,z44uy84yyaNyNiuIn4GF44i444444sw6b884u84444nF44Cg256G8Hm444d4y84444wIVo44,72,359,1086,get,0
0,z44uy84G444444bDkfd444==,24,359,1669,get,0
0,z44uy84y444442CRcQGF44i444444sTro884u84444nF44CgTH7S2kfi48d4y84444wbV844,72,479,886,get,0
0,z44uy84y444444Gmv16K4uN44448MPveTbnLvz4LHP3JHzYJTqw9HPSoMJi73zGOTzv7vci444==,76,455,1209,get,0
0,z44uy84y444444NbGWnK4464444yIIvK4uN44448H5HY3PntMcCOHbvXHzvX3zCrHqhA3bhCvPuPHPM53zVn4yn4444b444=,96,335,1523,get,0
0,z44uy84G444444bJ33Gn44M4444c444=,32,335,1812,get,0
0,z44uy84y444444ciX_iK4464444yIIvK4uN44448vbH9vqMXMcvLvzYCHb3CTzY93cMt3PwCvcH9HzwYvPi444==,88,335,1902,get,0
0,z44uy84G444444bOIu4n44M4444y444=,32,599,1812,get,0
0,z44uy84G444444bOfM6K4464444yIIv444==,36,455,1966,get,0
0,z44uy84y444444RzjRdF44i444444I3K8o84u84444nF44CTboqxIYV444d4y84444wIVo44,72,491,1669,get,0
0,z44uy84G444444bOIu4n44M4444y444=,32,599,966,get,0
0,z44uy84G444444bDM-6K4464444yVG8444==,36,311,1991,get,0
0,z44uy84y444444zm9fMn44M4444u444=,32,383,2022,get,0
