ts,key,key size,val_size,tntid,op,ttl
0,z44uy84yGnglMCNWC44K4464444yIIvK4uN44448TcG5H5iL3bnOvqI9HzH9vbnOvtv5vJn03zv0Tz8O3cv444==,88,359,32,get,0
0,z44uy84y444444PW8RdK4464444yIIvK4uN44448H5HY3PntMcCOHbvXHzvX3zCrHqhA3bhCvPuPHPM53zVn4yn4444b444=,96,335,265,get,0
0,z44uy84yzfFlFKsWC4Gn44M4444Gyo4F4444uGhcxVG444==,48,311,334,get,0
0,z44uy84y44444hypk5oF44i444444szmD884u8444uvF44CgUPO5hHM44id4y84444exgIHVWOkbWeR2VCLG444=,88,335,265,get,0
0,z44uy84y44444K37mT7F44i444444sHI_o84u844446F44844444EaY7B8d4y84444wIVo44,72,311,461,get,0
0,z44uy84yzF6QpB5I644K4464444yVGV444==,36,323,490,get,0
0,z44uy84yyNLmGM9Io44K4464444ygAn444==,36,503,528,get,0
0,z44uy84y44444hMD7q4K4464444yIIvK4uN44448MPveTbnLvz4LHP3JHzYJTqw9HPSoMJi73zGOTzv7vci444==,88,479,679,get,0
0,z44uy84yGyDrHI_qC44F44i4444443pVc484u84444nF44CiQ2n30gci44d4y84444wigi44,72,311,490,get,0
0,z44uy84G444444b1fL8K4464444yiOG444==,36,359,778,get,0
0,z44uy84y44444yNO6E7K4464444ygGVK4uN44448vcRAvzCtHt8rHqICHz39HJGoHJICvzwJMt3PvJG5vzi444==,88,323,804,get,0
0,z44uy84y444444GRGu6444==,24,419,824,get,0
0,z44uy84y444444qwfJon44M4444Fyo4F44444AIc444=,44,311,334,get,0
0,z44uy84y444442MKPuMF44i444444llmY884u8444uvF44CijJRVahgo44d4y84444wIVo44,72,359,830,get,0
0,z44uy84G444444yRICSK4464444ygAn444==,36,311,912,get,0
0,z44uy84G444444bOYWVn44M4444y444=,32,479,919,get,0
0,z44uy84y44444uQM0t7K4464444yIIvK4uN444483cC5HJH9vzgPMJIJHbG0TcY9McntTbi7TqGeTcCLMcM444==,88,311,938,get,0
0,z44uy84G444444bLD96444==,24,479,1086,get,0
